"model"|"type"|"name"|"Published"|"Fetaured"|"Visibility"|"Short_description"|"Description"|"price"|"image"|"Color"|"Dimension1"|"Dimension2"|"Dimension3"|"dim1"|"dim2"|"dim3"|"Material"|"Categories"|"Tags"
"199-000185"|"simple"|"Φωτιστικό οροφής Liby"|1|0|"visible"||"Το φωτιστικό οροφής Liby σε φυσικό χρώμα, διαθέτει σκελετό από ανθεκτικό μέταλλο και καπέλο από μπαμπού και ύφασμα PVC. Με διαστάσεις 40x40x38 εκ, προσδίδει μια boho αισθητική στον χώρο σας. Δέχεται λαμπτήρα Ε27 (max 40W) και είναι έτοιμο για χρήση."|"67.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000185-1.jpg, https://www.pakoworld.com/image/catalog/products/199-000185-2.jpg"|"φυσικό"|"40.0"|"38.0"|||||"μέταλλο, ύφασμα"|"Γραφείο, Σαλόνι"|"Boho, Φωτισμός, Διακόσμηση, Μοντέρνο, Εναλλακτικό, Οροφή"
"199-000182"|"simple"|"Φωτιστικό οροφής Galt"|1|0|"visible"||"Εντυπωσιακό φωτιστικό οροφής Galt σε μαύρο χρώμα, ιδανικό για να προσθέσετε μια μοντέρνα πινελιά στον χώρο σας. Κατασκευασμένο από ανθεκτικό μέταλλο, με διαστάσεις 34x34x15,5 εκ. και μήκος καλωδίου 80 εκ.  Δέχεται λάμπτη Ε27 (max 40W)."|"19.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000182-1.jpg, https://www.pakoworld.com/image/catalog/products/199-000182-2.jpg"|"μαύρο"|"34.0"|"15.5"|||||"μέταλλο"|"Γραφείο, Σαλόνι"|"Μοντέρνο, Διακόσμηση, Σύγχρονο, Λειτουργικό, Εντυπωσιακό, Οροφή"
"199-000190"|"simple"|"Φωτιστικό οροφής Sam E27 Φ"|1|0|"visible"||"Το φωτιστικό οροφής Sam είναι κατασκευασμένο από μέταλλο υψηλής ποιότητας και πολυεθυλένιο, προσφέροντας ανθεκτικότητα και κομψότητα. Διαθέτει κυκλικό σχεδιασμό για ομοιόμορφη διανομή φωτός. Διαθέτει μήκος καλωδίου 80 εκ. και υποδοχή λαμπτήρα Ε27 (max 40W), χωρίς λαμπτήρα. Διατίθεται σε μαύρο χρώμα, με διαστάσεις 30x30x22,5 εκ."|"19.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000190-1.jpg"|"μαύρο"|"30.0"|"22.0"|||||"μέταλλο"|"Γραφείο, Σαλόνι"|"μοντέρνος σχεδιασμός, κυκλικό, οροφή, φωτισμός, κομψός, λειτουργικός"
"199-000194"|"simple"|"Επιτραπέζιο φωτιστικό Bil"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό Bil συνδυάζει κλασικό και μοντέρνο στυλ. Κατασκευασμένο από μέταλλο υψηλής ποιότητας και πολυστερίνη, διαθέτει κυκλικό σχεδιασμό για ομοιόμορφη διασπορά του φωτός. Διατίθεται σε μαύρο χρώμα με χρυσές λεπτομέρειες. Μήκος καλωδίου 153 εκ., δέχεται λαμπτήρα E27 (max 25W). Διαστάσεις: 18x16x45 εκ."|"19.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000194-1.jpg"|"μαύρο-χρυσό"|"18.0"|"16.0"|"45.0"||||"μέταλλο"|"Γραφείο, Σαλόνι"|"Αντίθεση, Μοντέρνος, Κλασικός, Αισθητική, Ομοιόμορφη, Λειτουργικός"
"119-001066"|"simple"|"Έπιπλο εισόδου-Πορτ Μello"|1|0|"visible"||"Το “Mello” είναι ένας πρακτικός και κομψός πορτ-μαντώ από μοριοσανίδα με μελαμίνης και μεταλλική βάση. Διαθέτει τρεις κλειστές ντουλάπες και βοηθητικό ράφι, ιδανικό για οργάνωση εισόδου. Κατασκευασμένο από ανθεκτική μοριοσανίδα με μελαμίνη, προσφέρει ασφάλεια και ευκολία συντήρησης. Ταιριάζει σε κάθε χώρο, προσδίδοντας λειτουργικότητα και στυλ."|"189.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-001066-1.jpg, https://www.pakoworld.com/image/catalog/products/119-001066-2.jpg, https://www.pakoworld.com/image/catalog/products/119-001066-3.jpg"|"φυσικό - ανθρακί"|"109.0"|"39.0"|"149.0"||||"μοριοσανίδα"|"Γραφείο, Κουζίνα"|"Οργάνωση, Λειτουργικότητα, Κομψότητα, Στυλ, Αποθηκευτικός Χώρος, Εισόδου"
"119-001072"|"simple"|"Κομοδίνο Ema"|1|0|"visible"||"Εικόνα κομοδίνου Ema με ντουλάπι, κατασκευασμένο από MDF με επικάλυψη μελαμίνης. Διαθέτει ντουλάπι με μηχανισμό ανοίγματος με πίεση και χαμηλό ράφι.  Μεταλλικά πόδια για σταθερότητα. Διαστάσεις: 30x30x55 εκ. Μέγιστη αντοχή: 20kg. Κατασκευασμένο από MDF, μελαμίνη και μοριοσανίδα."|"44.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-001072-1.jpg, https://www.pakoworld.com/image/catalog/products/119-001072-2.jpg"|"λευκό"|"30.0"|"30.0"|"55.0"||||"μοριοσανίδα, MDF"|"Γραφείο, Σαλόνι"|"Απαλά, Μοντέρνο, Αποθηκευτικό, Λειτουργικό, Επίπεδο, Βιβλιοθήκη"
"119-001081"|"simple"|"Pipralla"|1|0|"visible"||"Το έπιπλο τηλεόρασης Pipralla pakoworld σε λευκό χρώμα, διαθέτει σκελετό από μοριοσανίδα με επένδυση μελαμίνης, για ανθεκτικότητα και χρωματική ακεραιότητα.  Με διαστάσεις 110x30x40 εκ., προσφέρει αποθηκευτικό χώρο για συσκευές και αξεσουάρ, ενώ η μέγιστη χωρητικότητα βάρους είναι 40kg.  Είναι ιδανικό για μικρούς χώρους."|"55.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-001081-1.jpg, https://www.pakoworld.com/image/catalog/products/119-001081-2.jpg, https://www.pakoworld.com/image/catalog/products/119-001081-3.jpg"|"λευκό"|"110.0"|"30.0"|"40.0"||||"μοριοσανίδα"|"Γραφείο, Σαλόνι"|"Μοντέρνος, Αποθηκευτικός, Μικρός Χώρος, Λειτουργικός, Minimalist, Διακριτικός"
"119-001075"|"simple"|"Βιβλιοθήκη Karmato"|1|0|"visible"||"Η βιβλιοθήκη Karmato, κατασκευασμένη από μοριοσανίδα υψηλής ποιότητας με επένδυση μελαμίνης σε χρώμα oak (96x25,5x168,5 εκ.), προσφέρει ανθεκτικότητα και νεανικό design. Ιδανική για αποθήκευση κοσμημάτων ή διακοσμητικών, η βιβλιοθήκη διαθέτει διαστάσεις που ταιριάζουν σε κάθε χώρο και έχει μέγιστη χωρητικότητα 47kg."|"110.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/119-001075-1.jpg, https://www.pakoworld.com/image/catalog/products/119-001075-2.jpg, https://www.pakoworld.com/image/catalog/products/119-001075-3.jpg, https://www.pakoworld.com/image/catalog/products/119-001075-4.jpg, https://www.pakoworld.com/image/catalog/products/119-001075-5.jpg, https://www.pakoworld.com/image/catalog/products/119-001075-6.jpg"|"φυσικό"|"96.0"|"25.0"|||||"μοριοσανίδα"|"Γραφείο, Κουζίνα"|"Αποθήκευση, Διάταξη, Μοντέρνο, Οργανωτική, Επίπλωση, Αποθηκευτικός χώρος"
"200-000300"|"simple"|"Τραπεζαρία Watson-Obbi σετ"|1|0|"visible"||"Το σετ τραπεζαρίας Watson-Obbi από την Pakoworld, σε καφέ χρώμα, συνδυάζει ποιότητα και αισθητική. Αποτελείται από δύο πολυθρόνες και ένα τραπέζι, κατασκευασμένο με ανθεκτικό PE rattan, tempered glass Waterwave και μεταλλικό σκελετό. Ιδανικό για εξωτερικούς χώρους, προσφέρει ευκολία συντήρησης και διαρκείς χρήσεις. (Το τραπέζι χρειάζεται μικρομοντάρισμα)."|"51.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/200-000300-1.jpg, https://www.pakoworld.com/image/catalog/products/200-000300-2.jpg, https://www.pakoworld.com/image/catalog/products/200-000300-3.jpg, https://www.pakoworld.com/image/catalog/products/200-000300-4.jpg, https://www.pakoworld.com/image/catalog/products/200-000300-5.jpg"|"καφέ"||||||||"Κουζίνα, Κήπος"|"Εξωτερική χρήση, Μοντέρνο, Διάταξη, Εύκολη συντήρηση, Αισθητική, Κομψότητα"
"200-000299"|"simple"|"Τραπεζαρία Watson-Obbi σετ"|1|0|"visible"||"Ανακαίνισετε τον κήπο ή το μπαλκόνι σας με το σετ τραπεζαρίας Watson-Obbi. Περιλαμβάνει ένα τραπέζι με σκελετό από μέταλλο και επιφάνεια από tempered γυαλί 5mm, καθώς και δύο καρέκλες με σκελετό από μέταλλο και σώμα από PE rattan. Ιδανικές για εξωτερική χρήση, προσφέρουν ανθεκτικότητα και αισθητική. Διατίθενται σε λευκό χρώμα."|"51.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/200-000299-1.jpg, https://www.pakoworld.com/image/catalog/products/200-000299-2.jpg, https://www.pakoworld.com/image/catalog/products/200-000299-3.jpg, https://www.pakoworld.com/image/catalog/products/200-000299-4.jpg, https://www.pakoworld.com/image/catalog/products/200-000299-5.jpg, https://www.pakoworld.com/image/catalog/products/200-000299-6.jpg"|"λευκό-γυαλί"|"60.0"|"70.0"|||||"μέταλλο, γυαλί"|"Κήπος, Μπαλκόνι"|"Εξωτερική διακόσμηση, Κηποσκευή, Μοντέρνος σχεδιασμός, Δυναμική, Άνεση, Επίπλωση υπαίθρου"
"200-000307"|"simple"|"Τραπεζαρία κήπου 3τεμ"|1|0|"visible"||"Ανακαίνισε τον κήπο ή το μπαλκόνι σου με το σετ τραπεζαρίας Calan-Watson. Περιλαμβάνει δύο πολυθρόνες από textilene και ένα τραπέζι με σκελετό από μέταλλο και επιφάνεια από tempered γυαλί 5mm.  Ανθεκτικό στην υγρασία και τις καιρικές συνθήκες, αυτό το σετ προσφέρει κομψή και λειτουργική λύση για έξτρα στιγμές χαλάρωσης. Διαθέσιμο σε χρώμα λευκό-καφέ."|"52.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/200-000307-1.jpg, https://www.pakoworld.com/image/catalog/products/200-000307-2.jpg, https://www.pakoworld.com/image/catalog/products/200-000307-3.jpg, https://www.pakoworld.com/image/catalog/products/200-000307-4.jpg, https://www.pakoworld.com/image/catalog/products/200-000307-5.jpg"|"λευκό-textilene καφέ"|||||||"μέταλλο, γυαλί"|"Κήπος, Σαλόνι"|"Ανοιχτός χώρος, Χαλάρωση, Μοντέρνος, Εξωτερικός χώρος, Κήπος, Διασκέδαση"
"200-000305"|"simple"|"Τραπεζαρία 3τεμ"|1|0|"visible"||"Αποκτήστε ένα κομψό σετ τραπεζαρίας Calan-Watson για τον κήπο ή το μπαλκόνι σας. Αποτελείται από δύο πολυθρόνες με σώμα από textilene και ένα τραπέζι με σκελετό από μέταλλο και επιφάνεια από tempered διαφανούς waterwave. Κατασκευασμένο από ανθεκτικά υλικά για χρήση σε εξωτερικούς χώρους. Διαθέσιμο σε χρώμα μαύρο-γκρι."|"52.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-1.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-2.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-3.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-4.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-5.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-6.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-7.jpg, https://www.pakoworld.com/image/catalog/products/200-000305-8.jpg"|"μαύρο"|"60.0"|"70.0"|||||"μέταλλο"|"Κήπος, Σαλόνι"|"Μοντέρνος σχεδιασμός, Εξωτερική χρήση, Διπλό σετ, Χαλαρό χώρο, Κήπος, Επίπεδο"
"200-000304"|"simple"|"Τραπεζαρία Obbi-Watson σετ 3τεμ"|1|0|"visible"||"Ανακατασκευάστε τον εξωτερικό σας χώρο με το σετ τραπεζαρίας Obbi-Watson. Κατασκευασμένο από ανθεκτικό μέταλλο, PE rattan και διαφανές tempered glass Waterwave, προσφέρει κομψότητα και αντοχή. Ιδανικό για κάθε εξωτερικό χώρο, διαθέτει σταθερό σκελετό και είναι εύκολο στη συντήρηση."|"55.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/200-000304-1.jpg, https://www.pakoworld.com/image/catalog/products/200-000304-2.jpg, https://www.pakoworld.com/image/catalog/products/200-000304-3.jpg, https://www.pakoworld.com/image/catalog/products/200-000304-4.jpg, https://www.pakoworld.com/image/catalog/products/200-000304-5.jpg"|"καφέ"|||||||"μέταλλο"|"Κήπος, Σαλόνι"|"Εξωτερική διακόσμηση, Κομψότητα, Ανθεκτικότητα, Χώρος καθισμάτων, Εύκολη συντήρηση, Αισθητική"
